Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
383,Emil Bemström,CBJ,23,F,37,5,11,16,4,-3,11:41,10:22,1:18,0:00,3,2,0,0,0,9,2,0,1,0,12,4,0,1,0,25.0%,0.694,1.526,2.22,0.469,1.406,1.874,2.484,2.484,4.969,0.135,0.297,0.432,60,8.3%,13,12,6,8,42.86%
384,Pontus Holmberg,TOR,23,F,37,5,8,13,18,0,10:25,9:48,0:28,0:07,4,1,0,2,0,8,0,0,0,0,12,1,0,2,0,7.7%,0.778,1.245,2.023,0.661,1.322,1.983,3.383,0,3.383,0.135,0.216,0.351,27,18.5%,24,18,93,126,42.47%
385,Ryan Poehling,PIT,23,F,38,5,6,11,4,6,10:57,8:42,0:05,2:09,3,0,2,0,0,5,0,1,0,0,8,0,3,0,0,0.0%,0.721,0.865,1.586,0.544,0.907,1.451,0,0,0,0.132,0.158,0.289,45,11.1%,49,26,107,143,42.80%
386,Juuso Pärssinen,NSH,21,F,42,5,18,23,15,2,14:27,12:27,1:58,0:01,4,1,0,2,0,11,7,0,1,0,15,8,0,3,0,34.8%,0.494,1.779,2.273,0.459,1.261,1.72,0.723,5.061,5.784,0.119,0.429,0.548,47,10.6%,75,16,156,154,50.32%
387,Torey Krug,STL,31,D,45,5,18,23,19,-35,19:03,16:03,2:56,0:03,1,4,0,1,0,10,8,0,3,2,11,12,0,4,2,52.2%,0.35,1.259,1.609,0.083,0.83,0.913,1.814,3.629,5.443,0.111,0.4,0.511,95,5.3%,34,63,0,0,0.00%
388,Adam Pelech,NYI,28,D,45,5,11,16,34,13,21:13,18:21,0:08,2:43,5,0,0,0,0,10,0,1,3,2,15,0,1,3,2,0.0%,0.314,0.691,1.005,0.363,0.726,1.089,0,0,0,0.111,0.244,0.356,63,7.9%,64,75,0,0,0.00%
389,Michael Pezzetta,MTL,24,F,45,5,7,12,48,0,8:57,8:32,0:00,0:24,5,0,0,0,0,6,1,0,0,0,11,1,0,0,0,8.3%,0.745,1.043,1.788,0.781,0.937,1.718,0,189.474,189.474,0.111,0.156,0.267,49,10.2%,161,17,7,10,41.18%
390,Michael Stone,CGY,32,D,46,5,5,10,35,2,13:13,12:22,0:26,0:24,5,0,0,0,0,3,2,0,0,0,8,2,0,0,0,20.0%,0.493,0.493,0.986,0.527,0.316,0.843,0,5.844,5.844,0.109,0.109,0.217,86,5.8%,52,55,0,0,0.00%
391,A.J. Greer,BOS,26,F,46,5,5,10,68,8,9:03,8:55,0:05,0:03,5,0,0,1,0,5,0,0,1,0,10,0,0,2,0,0.0%,0.719,0.719,1.439,0.73,0.73,1.461,0,0,0,0.109,0.109,0.217,44,11.4%,88,19,1,0,100.00%
392,Matias Maccelli,ARI,22,F,46,5,28,33,16,4,15:15,13:10,1:53,0:11,4,1,0,1,0,19,9,0,4,1,23,10,0,5,1,30.3%,0.427,2.393,2.82,0.396,1.882,2.278,0.688,6.188,6.875,0.109,0.609,0.717,38,13.2%,19,14,0,6,0.00%
393,Jeff Petry,PIT,35,D,47,5,19,24,20,4,22:42,18:02,2:29,2:10,3,2,0,0,0,14,5,0,3,1,17,7,0,3,1,29.2%,0.281,1.068,1.349,0.212,0.991,1.203,1.022,2.556,3.578,0.106,0.404,0.511,95,5.3%,145,81,0,0,0.00%
394,Tomas Nosek,BOS,30,F,47,5,6,11,38,7,12:25,9:51,0:02,2:32,3,0,2,0,0,6,0,0,1,0,9,0,2,1,0,0.0%,0.513,0.616,1.13,0.389,0.777,1.166,0,0,0,0.106,0.128,0.234,51,9.8%,50,22,216,145,59.83%
395,Charlie McAvoy,BOS,25,D,49,5,38,43,32,26,22:35,17:40,2:53,2:01,4,1,0,2,1,23,15,0,8,1,27,16,0,10,2,37.2%,0.271,2.06,2.331,0.277,1.594,1.871,0.423,6.348,6.771,0.102,0.776,0.878,79,6.3%,59,97,0,0,0.00%
396,Axel Jonsson Fjällby,WPG,24,F,49,5,8,13,8,-2,10:25,9:29,0:02,0:53,5,0,0,2,0,7,0,1,0,0,12,0,1,2,0,0.0%,0.588,0.94,1.528,0.646,0.904,1.549,0,0,0,0.102,0.163,0.265,53,9.4%,41,18,1,4,20.00%
397,Marcus Foligno,MIN,31,F,50,5,11,16,55,-5,15:05,12:48,1:13,1:04,5,0,0,0,0,9,2,0,1,0,14,2,0,1,0,12.5%,0.397,0.874,1.272,0.469,0.844,1.312,0,1.972,1.972,0.1,0.22,0.32,64,7.8%,179,30,6,7,46.15%
398,Derek Forbort,BOS,30,D,50,5,7,12,23,16,17:59,14:48,0:02,3:08,3,0,2,2,0,7,0,0,1,0,10,0,2,3,0,0.0%,0.334,0.467,0.801,0.243,0.567,0.81,0,0,0,0.1,0.14,0.24,38,13.2%,99,83,0,0,0.00%
399,Alexei Toropchenko,STL,23,F,50,5,6,11,10,-1,11:27,10:27,0:06,0:53,4,0,1,0,0,6,0,0,0,0,10,0,1,0,0,0.0%,0.523,0.628,1.152,0.459,0.688,1.147,0,0,0,0.1,0.12,0.22,57,8.8%,98,25,1,3,25.00%
400,Timothy Liljegren,TOR,23,D,51,5,10,15,26,24,18:37,16:36,0:24,1:36,4,0,1,0,0,8,1,1,1,1,12,1,2,1,1,6.7%,0.316,0.632,0.948,0.283,0.567,0.85,0,2.932,2.932,0.098,0.196,0.294,64,7.8%,82,76,0,0,0.00%
422,Braden Schneider,NYR,21,D,62,5,11,16,11,10,15:31,14:49,0:02,0:39,5,0,0,1,0,11,0,0,2,1,16,0,0,3,1,0.0%,0.312,0.686,0.998,0.326,0.718,1.044,0,0,0,0.081,0.177,0.258,64,7.8%,111,95,0,0,0.00%
423,Travis Hamonic,OTT,32,D,63,5,9,14,65,-7,18:51,15:29,0:04,3:17,5,0,0,1,0,8,0,1,2,0,13,0,1,3,0,0.0%,0.252,0.454,0.707,0.307,0.492,0.799,0,0,0,0.079,0.143,0.222,109,4.6%,92,118,0,0,0.00%
424,Ben Chiarot,DET,31,D,63,5,12,17,47,-26,20:39,17:44,0:30,2:24,5,0,0,0,0,12,0,0,1,0,17,0,0,1,0,0.0%,0.23,0.553,0.784,0.268,0.644,0.912,0,0,0,0.079,0.19,0.27,98,5.1%,132,140,0,0,0.00%
425,Jacob Trouba,NYR,28,D,63,5,15,20,55,-6,21:19,18:01,1:07,2:10,2,2,1,1,0,12,2,1,1,0,14,4,2,2,0,20.0%,0.223,0.67,0.893,0.106,0.634,0.74,1.684,1.684,3.368,0.079,0.238,0.317,163,3.1%,173,158,0,1,0.00%
426,Connor Murphy,CHI,29,D,63,5,4,9,56,-2,19:26,17:15,0:03,2:07,4,0,1,0,0,4,0,0,0,0,8,0,1,0,0,0.0%,0.245,0.196,0.441,0.221,0.221,0.442,0,0,0,0.079,0.063,0.143,61,8.2%,128,125,0,0,0.00%
427,Oskar Lindblom,SJS,26,F,63,5,8,13,12,-15,10:45,9:43,0:31,0:30,5,0,0,0,0,7,1,0,0,0,12,1,0,0,0,7.7%,0.443,0.709,1.151,0.49,0.686,1.176,0,1.821,1.821,0.079,0.127,0.206,63,7.9%,53,19,9,10,47.37%
428,Connor Dewar,MIN,23,F,63,5,8,13,39,-6,10:48,9:05,0:03,1:39,2,0,3,0,0,7,0,1,2,0,9,0,4,2,0,0.0%,0.441,0.705,1.146,0.21,0.734,0.943,0,0,0,0.079,0.127,0.206,65,7.7%,103,40,167,196,46.01%
429,Adam Larsson,SEA,30,D,64,5,21,26,35,19,23:53,20:52,0:09,2:51,4,0,1,0,0,21,0,0,0,0,25,0,1,0,0,0.0%,0.196,0.824,1.02,0.18,0.943,1.122,0,0,0,0.078,0.328,0.406,114,4.4%,169,132,0,0,0.00%
430,Jani Hakanpää,DAL,30,D,64,5,6,11,46,24,19:23,15:48,0:03,3:31,5,0,0,1,0,6,0,0,2,0,11,0,0,3,0,0.0%,0.242,0.29,0.532,0.296,0.356,0.652,0,0,0,0.078,0.094,0.172,64,7.8%,170,106,0,0,0.00%
431,Nick Deslauriers,PHI,31,F,64,5,6,11,99,-9,10:19,9:21,0:02,0:54,4,0,1,0,0,6,0,0,1,0,10,0,1,1,0,0.0%,0.454,0.545,0.999,0.401,0.601,1.002,0,0,0,0.078,0.094,0.172,61,8.2%,244,22,1,6,14.29%
432,J.J. Moser,ARI,22,D,64,5,19,24,31,-14,20:25,15:29,2:14,2:41,4,1,0,1,0,11,8,0,4,0,15,9,0,5,0,37.5%,0.229,0.872,1.101,0.242,0.666,0.908,0.418,3.345,3.764,0.078,0.297,0.375,66,7.6%,61,95,0,0,0.00%
433,Casey Cizikas,NYI,31,F,65,5,12,17,52,0,14:29,12:24,0:06,1:58,5,0,0,0,0,11,0,1,2,0,16,0,1,2,0,0.0%,0.318,0.764,1.082,0.372,0.818,1.19,0,0,0,0.077,0.185,0.262,84,6.0%,156,46,414,361,53.42%
434,Scott Mayfield,NYI,30,D,66,5,12,17,71,3,20:50,17:53,0:02,2:55,5,0,0,0,0,12,0,0,3,0,17,0,0,3,0,0.0%,0.218,0.523,0.741,0.254,0.61,0.864,0,0,0,0.076,0.182,0.258,93,5.4%,85,137,0,0,0.00%
